PARAMETER,YEAR,LAT,LON,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
WS50M,2022,33.25,-118.25,3.84,4.9,4.89,5.06,3.84,3.37,3.4,3.85,4.03,2.9,4.33,3.52,3.98
WS50M,2022,33.25,-118.75,4.47,5.54,6.24,6.63,5.37,4.55,4.65,5.07,5.11,3.71,5.07,4.26,5.05
WS50M,2022,33.75,-114.25,5.19,6.25,6.05,5.64,5.53,5.02,4.74,3.36,4.46,4.03,5.55,4.05,4.98
WS50M,2022,33.75,-114.75,5.61,6.78,6.18,5.8,5.59,5.0,4.68,3.38,4.37,4.02,5.95,4.34,5.13
WS50M,2022,33.75,-115.25,5.66,6.74,5.93,5.64,5.34,4.81,4.45,3.32,4.16,3.86,5.89,4.17,4.98
WS50M,2022,33.75,-115.75,5.15,6.09,5.41,5.28,4.96,4.6,4.18,3.24,3.94,3.53,5.32,3.61,4.6
WS50M,2022,33.75,-116.25,4.43,5.43,5.27,5.57,5.32,4.73,4.15,3.12,3.66,3.22,4.82,3.53,4.43
WS50M,2022,33.75,-116.75,4.03,4.86,4.22,4.47,4.01,3.69,3.13,2.6,3.18,2.64,4.27,3.2,3.68
WS50M,2022,33.75,-117.25,4.1,4.79,3.95,4.01,3.43,3.25,2.85,2.66,3.02,2.51,4.31,3.22,3.5
WS50M,2022,33.75,-117.75,4.22,4.85,4.04,3.99,3.26,3.03,2.75,2.84,3.08,2.54,4.45,3.32,3.52
WS50M,2022,33.75,-118.25,4.34,4.96,4.35,4.37,3.45,2.99,2.77,3.06,3.32,2.68,4.6,3.51,3.69
WS50M,2022,33.75,-118.75,4.73,5.31,5.08,5.28,4.25,3.48,3.32,3.6,3.83,3.12,5.0,4.1,4.25
WS50M,2022,34.25,-114.25,5.33,6.46,6.11,5.4,5.31,4.89,4.52,3.28,4.31,3.92,5.71,4.27,4.95
WS50M,2022,34.25,-114.75,5.8,6.94,6.26,5.7,5.52,4.96,4.55,3.25,4.14,3.9,6.1,4.41,5.11
WS50M,2022,34.25,-115.25,5.76,6.73,5.98,5.64,5.47,4.92,4.5,3.29,3.98,3.78,5.93,4.13,5.0
WS50M,2022,34.25,-115.75,5.19,6.0,5.58,5.41,5.3,4.91,4.46,3.46,3.99,3.62,5.33,3.67,4.73
WS50M,2022,34.25,-116.25,4.82,5.73,5.96,6.1,5.98,5.39,4.64,3.57,4.08,3.62,5.23,4.06,4.93
WS50M,2022,34.25,-116.75,4.62,5.54,5.28,5.49,5.14,4.73,4.09,3.25,3.74,3.21,5.08,3.82,4.49
WS50M,2022,34.25,-117.25,4.79,5.53,4.82,4.92,4.43,4.17,3.69,3.15,3.45,2.96,5.1,3.77,4.21
WS50M,2022,34.25,-117.75,5.13,5.6,4.64,4.61,4.03,3.77,3.39,3.13,3.32,2.89,5.25,3.84,4.12
WS50M,2022,34.25,-118.25,5.49,5.6,4.68,4.63,3.99,3.54,3.15,3.08,3.31,2.99,5.44,3.99,4.15
WS50M,2022,34.25,-118.75,5.7,5.37,4.79,4.91,4.2,3.44,2.9,2.86,3.19,3.13,5.48,4.19,4.17
WS50M,2022,34.75,-114.25,5.74,6.86,6.29,5.54,5.48,5.07,4.59,3.35,4.39,4.12,6.21,4.78,5.18
WS50M,2022,34.75,-114.75,6.38,7.49,6.59,6.13,5.94,5.34,4.72,3.35,4.27,4.09,6.7,4.89,5.47
WS50M,2022,34.75,-115.25,6.3,7.25,6.31,6.2,5.96,5.32,4.68,3.35,4.06,3.98,6.47,4.5,5.35
WS50M,2022,34.75,-115.75,5.35,6.17,5.69,5.77,5.61,5.16,4.61,3.5,3.98,3.75,5.54,3.83,4.9
WS50M,2022,34.75,-116.25,4.59,5.49,5.92,6.32,6.27,5.73,4.97,3.83,4.26,3.59,5.05,4.03,5.0
WS50M,2022,34.75,-116.75,4.9,5.75,6.06,6.62,6.48,5.99,5.3,4.22,4.59,3.79,5.53,4.4,5.3
WS50M,2022,34.75,-117.25,5.22,5.85,5.77,6.31,6.16,5.75,5.23,4.36,4.42,3.73,5.72,4.5,5.24
WS50M,2022,34.75,-117.75,5.68,5.95,5.5,6.02,5.85,5.37,4.93,4.28,4.14,3.66,5.89,4.52,5.14
WS50M,2022,34.75,-118.25,5.99,5.82,5.29,5.84,5.63,4.96,4.38,3.9,3.84,3.6,5.9,4.43,4.95
WS50M,2022,34.75,-118.75,5.48,4.82,4.79,5.35,5.12,4.32,3.36,3.05,3.31,3.28,5.23,3.93,4.33
WS50M,2022,35.25,-114.25,5.19,6.44,6.05,5.7,5.74,5.38,4.84,3.43,4.6,4.07,6.03,4.68,5.16
WS50M,2022,35.25,-114.75,5.84,7.14,6.44,6.44,6.21,5.73,5.02,3.45,4.57,4.04,6.53,4.78,5.5
WS50M,2022,35.25,-115.25,5.95,7.13,6.28,6.61,6.19,5.73,4.95,3.4,4.32,4.0,6.49,4.55,5.45
WS50M,2022,35.25,-115.75,5.16,6.2,5.57,6.01,5.61,5.39,4.76,3.43,4.03,3.76,5.69,3.99,4.95
WS50M,2022,35.25,-116.25,4.13,5.2,5.32,5.91,5.67,5.51,4.98,3.7,4.01,3.21,4.79,3.67,4.66
WS50M,2022,35.25,-116.75,4.63,5.57,5.86,6.67,6.44,6.21,5.7,4.41,4.61,3.62,5.38,4.32,5.28
WS50M,2022,35.25,-117.25,5.05,5.75,5.82,6.68,6.55,6.27,5.81,4.67,4.58,3.78,5.66,4.55,5.42
WS50M,2022,35.25,-117.75,5.38,5.67,5.57,6.64,6.67,6.12,5.62,4.7,4.38,3.85,5.71,4.57,5.4
WS50M,2022,35.25,-118.25,5.34,5.18,5.12,6.36,6.53,5.69,5.06,4.38,4.06,3.73,5.38,4.33,5.09
WS50M,2022,35.25,-118.75,4.37,4.02,4.09,4.77,4.96,4.35,3.71,3.25,3.28,3.03,4.25,3.5,3.96
WS50M,2022,35.75,-114.25,4.16,5.6,5.41,5.68,5.77,5.42,4.88,3.34,4.49,3.7,5.26,4.03,4.8
WS50M,2022,35.75,-114.75,4.86,6.35,5.82,6.38,6.1,5.73,5.09,3.37,4.49,3.8,5.79,4.15,5.15
WS50M,2022,35.75,-115.25,5.29,6.59,5.84,6.67,6.14,5.8,5.0,3.32,4.27,3.88,6.01,4.19,5.24
WS50M,2022,35.75,-115.75,4.88,6.01,5.39,6.19,5.66,5.54,4.83,3.41,4.01,3.69,5.56,3.97,4.92
WS50M,2022,35.75,-116.25,3.83,5.07,5.01,5.57,5.14,5.29,5.07,3.88,3.98,3.18,4.7,3.59,4.52
WS50M,2022,35.75,-116.75,3.94,5.04,5.01,5.64,5.26,5.33,5.19,3.82,3.93,3.01,4.78,3.7,4.54
WS50M,2022,35.75,-117.25,4.23,5.15,4.99,5.64,5.41,5.33,5.08,3.77,3.85,3.19,4.89,3.81,4.6
WS50M,2022,35.75,-117.75,4.44,4.99,4.84,5.8,5.77,5.37,4.92,3.86,3.84,3.38,4.91,3.97,4.67
WS50M,2022,35.75,-118.25,4.34,4.41,4.38,5.62,5.77,5.11,4.54,3.83,3.74,3.35,4.58,3.93,4.46
WS50M,2022,35.75,-118.75,3.69,3.61,3.39,3.85,4.12,3.8,3.44,3.05,3.11,2.99,3.54,3.09,3.47
WS50M,2022,36.25,-114.25,4.29,5.64,5.2,5.94,5.86,5.49,4.76,3.29,4.26,3.75,5.19,3.77,4.78
WS50M,2022,36.25,-114.75,4.87,6.12,5.38,6.2,5.85,5.47,4.77,3.15,4.09,3.81,5.54,3.79,4.91
WS50M,2022,36.25,-115.25,5.18,6.26,5.49,6.4,5.89,5.49,4.68,3.08,3.95,3.82,5.72,3.93,4.98
WS50M,2022,36.25,-115.75,4.88,5.93,5.42,6.23,5.7,5.44,4.72,3.34,3.96,3.66,5.51,3.98,4.89
WS50M,2022,36.25,-116.25,4.3,5.46,5.19,5.56,5.09,5.19,5.15,4.05,4.11,3.51,5.15,3.88,4.71
WS50M,2022,36.25,-116.75,3.75,4.69,4.63,4.75,4.53,4.48,4.63,3.44,3.55,2.8,4.47,3.31,4.08
WS50M,2022,36.25,-117.25,3.48,4.33,4.24,4.42,4.35,4.22,4.18,3.03,3.29,2.74,4.06,3.06,3.78
WS50M,2022,36.25,-117.75,3.43,4.08,4.02,4.59,4.56,4.25,3.9,2.89,3.23,2.8,3.97,3.28,3.75
WS50M,2022,36.25,-118.25,3.45,3.78,3.73,4.62,4.63,4.15,3.62,2.89,3.2,2.79,3.89,3.5,3.68
WS50M,2022,36.25,-118.75,3.32,3.34,2.97,3.2,3.47,3.33,2.88,2.65,2.86,2.83,3.1,2.71,3.05
WS50M,2022,36.75,-114.25,5.2,6.21,5.44,6.37,5.93,5.63,4.63,3.34,4.17,4.29,5.77,4.04,5.07
WS50M,2022,36.75,-114.75,5.0,5.91,5.23,6.09,5.65,5.3,4.52,3.13,3.91,3.95,5.54,3.81,4.82
WS50M,2022,36.75,-115.25,4.86,5.74,5.27,6.06,5.63,5.27,4.5,3.04,3.84,3.75,5.47,3.86,4.76
WS50M,2022,36.75,-115.75,4.97,5.93,5.57,6.23,5.76,5.49,4.74,3.31,4.04,3.79,5.69,4.17,4.96
WS50M,2022,36.75,-116.25,5.39,6.26,5.91,6.07,5.71,5.48,5.27,3.96,4.34,4.01,6.04,4.5,5.23
WS50M,2022,36.75,-116.75,4.68,5.32,5.44,5.19,5.2,4.71,4.78,3.64,3.95,3.38,5.16,3.95,4.61
WS50M,2022,36.75,-117.25,3.74,4.38,4.51,4.34,4.59,4.08,4.01,3.06,3.37,2.91,4.1,3.19,3.85
WS50M,2022,36.75,-117.75,3.03,3.66,3.76,4.1,4.24,3.77,3.46,2.57,2.94,2.56,3.5,3.02,3.38
WS50M,2022,36.75,-118.25,2.84,3.34,3.37,4.16,4.06,3.65,3.18,2.39,2.78,2.41,3.41,3.33,3.24
WS50M,2022,36.75,-118.75,3.28,3.51,3.05,3.35,3.43,3.28,2.78,2.51,2.72,2.55,3.34,3.12,3.07
WS50M,2022,37.25,-114.25,5.84,6.82,5.9,6.91,6.21,5.95,4.84,3.55,4.42,4.69,6.51,4.66,5.51
WS50M,2022,37.25,-114.75,5.24,6.15,5.6,6.53,5.97,5.64,4.82,3.41,4.23,4.21,6.0,4.34,5.17
WS50M,2022,37.25,-115.25,4.96,5.87,5.57,6.36,5.91,5.53,4.77,3.27,4.07,3.89,5.76,4.24,5.01
WS50M,2022,37.25,-115.75,5.29,6.16,5.93,6.51,6.08,5.68,4.91,3.33,4.18,3.97,6.04,4.5,5.2
WS50M,2022,37.25,-116.25,5.82,6.49,6.53,6.69,6.37,5.78,5.41,3.77,4.62,4.22,6.43,5.0,5.59
WS50M,2022,37.25,-116.75,5.5,5.99,6.46,6.21,6.28,5.4,5.29,3.9,4.59,4.0,6.0,4.97,5.37
WS50M,2022,37.25,-117.25,4.52,5.11,5.54,5.2,5.62,4.68,4.59,3.54,4.01,3.44,4.91,4.18,4.61
WS50M,2022,37.25,-117.75,3.43,4.11,4.42,4.43,4.77,3.99,3.79,2.91,3.28,2.85,3.88,3.57,3.78
WS50M,2022,37.25,-118.25,2.86,3.45,3.66,4.28,4.17,3.66,3.26,2.43,2.82,2.51,3.47,3.63,3.35
WS50M,2022,37.25,-118.75,3.48,3.76,3.79,4.69,4.33,4.01,3.29,2.68,3.04,2.71,4.12,4.35,3.68
WS50M,2022,37.75,-114.25,5.93,6.91,6.32,7.48,6.71,6.53,5.38,3.87,4.95,4.84,7.01,5.25,5.92
WS50M,2022,37.75,-114.75,5.38,6.29,6.05,7.1,6.47,6.16,5.32,3.76,4.7,4.42,6.42,4.88,5.57
WS50M,2022,37.75,-115.25,5.01,5.89,5.91,6.75,6.27,5.82,5.16,3.56,4.41,4.0,6.0,4.61,5.27
WS50M,2022,37.75,-115.75,5.04,5.87,6.01,6.6,6.23,5.66,5.1,3.43,4.32,3.83,5.96,4.61,5.21
WS50M,2022,37.75,-116.25,5.3,5.97,6.4,6.75,6.48,5.74,5.4,3.63,4.66,3.99,6.16,4.98,5.45
WS50M,2022,37.75,-116.75,5.3,5.68,6.52,6.56,6.7,5.66,5.46,3.95,4.8,4.1,5.99,5.16,5.49
WS50M,2022,37.75,-117.25,4.65,5.08,5.93,5.75,6.22,5.12,4.99,3.81,4.37,3.65,5.18,4.73,4.95
WS50M,2022,37.75,-117.75,3.77,4.34,4.95,4.88,5.32,4.35,4.16,3.27,3.64,3.08,4.22,4.11,4.17
WS50M,2022,37.75,-118.25,3.27,3.76,4.17,4.59,4.59,3.86,3.45,2.71,3.05,2.74,3.75,4.01,3.66
WS50M,2022,37.75,-118.75,3.85,3.77,4.42,5.67,4.94,4.46,3.67,2.87,3.28,2.89,4.57,5.47,4.15
WS50M,2022,38.25,-114.25,5.28,5.96,6.11,7.31,6.55,6.45,5.55,3.88,4.96,4.48,6.6,5.2,5.69
WS50M,2022,38.25,-114.75,4.91,5.59,5.92,6.98,6.38,6.08,5.4,3.82,4.77,4.2,6.09,4.83,5.41
WS50M,2022,38.25,-115.25,4.55,5.31,5.74,6.55,6.17,5.7,5.19,3.63,4.47,3.79,5.64,4.5,5.1
WS50M,2022,38.25,-115.75,4.45,5.34,5.7,6.26,6.07,5.47,5.05,3.44,4.24,3.55,5.5,4.37,4.95
WS50M,2022,38.25,-116.25,4.83,5.65,6.05,6.44,6.42,5.63,5.19,3.56,4.41,3.85,5.79,4.66,5.2
WS50M,2022,38.25,-116.75,4.92,5.29,6.1,6.34,6.59,5.54,5.15,3.88,4.54,3.99,5.61,4.86,5.23
WS50M,2022,38.25,-117.25,4.57,4.78,5.72,5.8,6.25,5.13,4.8,3.81,4.25,3.64,5.0,4.75,4.88
WS50M,2022,38.25,-117.75,4.01,4.26,5.02,5.11,5.55,4.53,4.14,3.41,3.68,3.19,4.3,4.37,4.3
WS50M,2022,38.25,-118.25,3.62,3.85,4.34,4.73,4.86,4.05,3.48,2.95,3.15,2.9,3.91,4.18,3.83
WS50M,2022,38.25,-118.75,3.88,3.68,4.31,5.32,4.78,4.21,3.35,2.92,3.15,2.93,4.28,5.11,3.99
WS50M,2022,38.75,-114.25,4.35,4.77,5.5,6.5,5.86,5.65,5.26,3.51,4.45,3.69,5.7,4.82,5.0
WS50M,2022,38.75,-114.75,4.32,4.84,5.52,6.44,5.97,5.57,5.16,3.55,4.51,3.68,5.58,4.65,4.98
WS50M,2022,38.75,-115.25,4.32,5.06,5.64,6.29,6.06,5.51,5.1,3.53,4.46,3.6,5.49,4.53,4.96
WS50M,2022,38.75,-115.75,4.45,5.38,5.83,6.17,6.19,5.49,5.04,3.49,4.33,3.56,5.52,4.6,5.0
WS50M,2022,38.75,-116.25,4.86,5.62,6.18,6.34,6.48,5.56,5.02,3.66,4.37,3.81,5.77,5.01,5.22
WS50M,2022,38.75,-116.75,4.63,4.97,5.76,5.99,6.2,5.22,4.74,3.69,4.23,3.63,5.34,4.92,4.94
WS50M,2022,38.75,-117.25,4.39,4.5,5.3,5.58,5.88,4.86,4.41,3.64,3.98,3.45,4.83,4.82,4.64
WS50M,2022,38.75,-117.75,4.15,4.12,4.79,5.13,5.47,4.51,3.99,3.41,3.58,3.26,4.37,4.67,4.29
WS50M,2022,38.75,-118.25,3.83,3.78,4.25,4.75,4.98,4.21,3.52,3.09,3.15,3.07,3.99,4.42,3.92
WS50M,2022,38.75,-118.75,3.29,3.39,3.8,4.63,4.53,4.02,3.14,2.94,2.96,2.84,3.65,4.03,3.61
WS50M,2022,39.25,-114.25,3.84,4.2,5.11,5.82,5.38,4.91,4.77,3.16,4.01,3.16,5.11,4.66,4.51
WS50M,2022,39.25,-114.75,3.98,4.43,5.27,6.0,5.7,5.12,4.79,3.29,4.26,3.24,5.25,4.73,4.67
WS50M,2022,39.25,-115.25,4.22,4.76,5.59,6.12,6.0,5.35,4.91,3.45,4.49,3.42,5.41,4.9,4.88
WS50M,2022,39.25,-115.75,4.49,5.03,5.89,6.15,6.21,5.46,4.93,3.57,4.53,3.56,5.52,5.16,5.04
WS50M,2022,39.25,-116.25,4.8,5.05,6.03,6.21,6.32,5.39,4.77,3.7,4.44,3.64,5.55,5.5,5.11
WS50M,2022,39.25,-116.75,4.39,4.41,5.28,5.77,5.85,4.94,4.33,3.54,3.97,3.38,5.04,5.14,4.67
WS50M,2022,39.25,-117.25,4.11,4.03,4.7,5.39,5.5,4.62,4.01,3.4,3.63,3.29,4.6,4.86,4.34
WS50M,2022,39.25,-117.75,3.89,3.78,4.26,5.08,5.22,4.41,3.75,3.22,3.32,3.24,4.21,4.62,4.08
WS50M,2022,39.25,-118.25,3.6,3.56,3.95,4.88,5.0,4.31,3.56,3.04,3.07,3.08,3.85,4.31,3.85
WS50M,2022,39.25,-118.75,3.02,3.27,3.8,4.83,4.8,4.33,3.54,3.01,3.02,2.74,3.57,3.73,3.64
WS50M,2022,39.75,-114.25,4.03,4.39,5.21,5.68,5.45,4.72,4.54,3.12,4.01,3.19,5.03,5.02,4.53
WS50M,2022,39.75,-114.75,4.08,4.37,5.26,5.87,5.73,4.96,4.49,3.25,4.2,3.21,5.11,5.1,4.63
WS50M,2022,39.75,-115.25,4.1,4.34,5.34,5.91,5.88,5.14,4.5,3.38,4.37,3.31,5.08,5.08,4.7
WS50M,2022,39.75,-115.75,4.2,4.33,5.39,5.85,5.91,5.15,4.46,3.48,4.37,3.41,5.0,5.12,4.72
WS50M,2022,39.75,-116.25,4.55,4.41,5.44,5.95,6.02,5.13,4.33,3.65,4.29,3.56,5.06,5.38,4.81
WS50M,2022,39.75,-116.75,4.33,4.06,4.87,5.73,5.74,4.82,4.11,3.6,3.85,3.49,4.8,5.17,4.55
WS50M,2022,39.75,-117.25,3.98,3.74,4.27,5.38,5.35,4.55,3.89,3.38,3.46,3.39,4.39,4.76,4.21
WS50M,2022,39.75,-117.75,3.56,3.47,3.81,5.06,5.02,4.36,3.69,3.06,3.16,3.2,3.96,4.26,3.89
WS50M,2022,39.75,-118.25,3.22,3.32,3.67,4.96,4.91,4.34,3.65,2.84,3.05,2.96,3.68,3.84,3.7
WS50M,2022,39.75,-118.75,3.2,3.38,4.0,5.25,5.15,4.69,4.06,3.04,3.28,2.88,3.79,3.79,3.88
WS50M,2022,40.25,-114.25,4.27,4.61,5.34,5.78,5.7,4.82,4.51,3.23,4.12,3.49,5.01,5.37,4.69
WS50M,2022,40.25,-114.75,4.34,4.49,5.29,5.88,5.83,4.94,4.26,3.28,4.16,3.37,4.97,5.36,4.68
WS50M,2022,40.25,-115.25,4.18,4.21,5.12,5.78,5.8,4.96,4.07,3.3,4.15,3.3,4.78,5.1,4.56
WS50M,2022,40.25,-115.75,4.05,3.97,4.93,5.61,5.73,4.85,4.0,3.33,4.07,3.34,4.59,4.88,4.45
WS50M,2022,40.25,-116.25,4.34,4.01,4.95,5.7,5.81,4.81,4.11,3.53,4.09,3.55,4.73,5.06,4.56
WS50M,2022,40.25,-116.75,4.16,3.78,4.53,5.54,5.58,4.63,4.07,3.56,3.72,3.5,4.55,4.82,4.37
WS50M,2022,40.25,-117.25,3.81,3.51,4.02,5.27,5.23,4.46,3.94,3.36,3.39,3.31,4.23,4.36,4.08
WS50M,2022,40.25,-117.75,3.47,3.31,3.69,5.07,4.97,4.36,3.81,3.05,3.18,3.1,3.93,3.93,3.82
WS50M,2022,40.25,-118.25,3.34,3.29,3.7,5.12,4.98,4.43,3.87,2.86,3.19,2.99,3.84,3.77,3.78
WS50M,2022,40.25,-118.75,3.62,3.55,4.16,5.58,5.39,4.85,4.39,3.09,3.51,3.16,4.1,4.05,4.12
WS50M,2022,40.75,-114.25,4.2,4.68,5.23,5.82,5.8,4.89,4.33,3.25,4.0,3.61,4.89,5.07,4.64
WS50M,2022,40.75,-114.75,4.38,4.63,5.25,5.92,5.88,4.94,4.12,3.28,4.02,3.44,4.86,5.22,4.66
WS50M,2022,40.75,-115.25,4.29,4.37,5.12,5.86,5.86,4.95,4.06,3.29,4.04,3.37,4.73,5.09,4.58
WS50M,2022,40.75,-115.75,4.19,4.12,4.97,5.78,5.86,4.89,4.19,3.33,4.05,3.5,4.67,4.91,4.54
WS50M,2022,40.75,-116.25,4.42,4.02,4.92,5.78,5.88,4.85,4.38,3.49,4.16,3.77,4.82,4.9,4.62
WS50M,2022,40.75,-116.75,4.36,3.79,4.54,5.52,5.6,4.72,4.29,3.57,3.83,3.7,4.72,4.69,4.45
WS50M,2022,40.75,-117.25,4.0,3.5,4.11,5.32,5.3,4.56,4.08,3.41,3.52,3.38,4.42,4.29,4.16
WS50M,2022,40.75,-117.75,3.7,3.35,3.87,5.26,5.12,4.5,3.96,3.21,3.37,3.13,4.18,4.02,3.97
WS50M,2022,40.75,-118.25,3.64,3.39,3.93,5.38,5.14,4.59,4.06,3.1,3.42,3.07,4.11,4.0,3.98
WS50M,2022,40.75,-118.75,3.78,3.56,4.23,5.69,5.4,4.84,4.41,3.13,3.57,3.11,4.2,4.12,4.17
WS50M,2022,41.25,-114.25,4.52,5.24,5.54,6.26,6.11,5.15,4.41,3.41,4.14,3.88,5.19,5.01,4.9
WS50M,2022,41.25,-114.75,4.74,5.32,5.65,6.34,6.15,5.16,4.37,3.46,4.17,3.77,5.23,5.36,4.97
WS50M,2022,41.25,-115.25,4.69,5.14,5.62,6.3,6.15,5.14,4.42,3.47,4.19,3.73,5.14,5.38,4.94
WS50M,2022,41.25,-115.75,4.65,4.89,5.51,6.24,6.16,5.11,4.53,3.5,4.24,3.84,5.12,5.29,4.92
WS50M,2022,41.25,-116.25,4.84,4.51,5.32,6.14,6.06,5.06,4.57,3.66,4.35,4.01,5.21,5.27,4.92
WS50M,2022,41.25,-116.75,4.95,4.35,5.08,5.94,5.87,5.07,4.59,3.78,4.24,4.06,5.21,5.27,4.87
WS50M,2022,41.25,-117.25,4.51,3.96,4.66,5.7,5.57,4.85,4.34,3.6,3.89,3.73,4.84,4.83,4.54
WS50M,2022,41.25,-117.75,4.02,3.65,4.35,5.54,5.34,4.67,4.14,3.37,3.63,3.36,4.45,4.39,4.24
WS50M,2022,41.25,-118.25,3.75,3.55,4.27,5.51,5.25,4.64,4.13,3.22,3.56,3.11,4.2,4.16,4.11
WS50M,2022,41.25,-118.75,3.73,3.66,4.4,5.6,5.32,4.69,4.31,3.18,3.59,2.99,4.12,4.09,4.14
WS50M,2022,41.75,-114.25,5.37,6.07,6.23,6.83,6.38,5.39,4.52,3.78,4.65,4.33,5.79,5.79,5.42
WS50M,2022,41.75,-114.75,5.71,6.31,6.41,6.91,6.45,5.34,4.54,3.86,4.73,4.37,5.92,6.28,5.56
WS50M,2022,41.75,-115.25,5.73,6.18,6.38,6.88,6.45,5.29,4.57,3.86,4.73,4.33,5.89,6.45,5.55
WS50M,2022,41.75,-115.75,5.59,5.81,6.19,6.77,6.39,5.27,4.62,3.87,4.71,4.26,5.78,6.43,5.47
WS50M,2022,41.75,-116.25,5.52,5.28,5.88,6.54,6.17,5.24,4.65,3.95,4.68,4.22,5.65,6.33,5.34
WS50M,2022,41.75,-116.75,5.59,5.29,5.91,6.51,6.17,5.35,4.82,4.01,4.62,4.27,5.71,6.32,5.38
WS50M,2022,41.75,-117.25,5.25,4.96,5.64,6.31,5.96,5.18,4.67,3.84,4.3,4.04,5.45,5.9,5.13
WS50M,2022,41.75,-117.75,4.81,4.53,5.27,6.06,5.71,4.94,4.44,3.56,3.98,3.69,5.07,5.4,4.79
WS50M,2022,41.75,-118.25,4.52,4.22,5.0,5.87,5.52,4.76,4.31,3.34,3.79,3.34,4.76,5.04,4.54
WS50M,2022,41.75,-118.75,4.61,4.21,4.96,5.87,5.51,4.72,4.38,3.34,3.79,3.15,4.7,5.0,4.52
